number;panSizeRange.min;panSizeRange.max;funding;product.id;product.name;product.image.url;product.image.width;product.image.height;product.image.mimeType;product.url;issuer.code;issuer.name;country;isInternational;regexp;isCompany;isToken;is3DS;brand.id;brand.name;brand.image.url;brand.image.width;brand.image.height;brand.image.mimeType;brand.url;allowedCaptures;usages;network.id;network.name;network.image.url;network.image.width;network.image.height;network.image.mimeType;network.url;metadata.image.url;metadata.image.width;metadata.image.height;metadata.image.mimeType;metadata.backgroundColor;metadata.foregroundColor;metadata.issuer;metadata.brand;metadata.product;services
"650512";16;16;"CREDIT";"95a8246e-7ac8-48e1-b817-a91e3e6f9499";"ELO Mais";"";"";"";"";null;104;"Caixa Economica Federal";"BRL";true;"^650512$";false;false;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"1","name":"POS","code":1},{"id":"5","name":"Contactless","code":5},{"id":"4","name":"E-commerce","code":4}];[{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0}];"40c81aea-0c1f-4f93-aa53-8c3c15b07120";"INTERNACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[{"id":"79fbb4ad-3afb-42c4-bf0c-472c0cf75864","name":"Auto Emergência II","description":"Tenha à disposição a Assistência Auto Emergência II para atender não só à situações emergenciais, como também serviços que trazem a conveniência que precisa para cuidar de seu veículo, seja ele carro ou moto. Confira na listagem os serviços que compõe a assistência.\nServiço disponível via 0800 – 24/7","image":null,"url":null},{"id":"85db0fa7-2774-44d8-b77d-3ed019ca7251","name":"Instalação e Fixação","description":"Os serviços de instalação e fixação contemplam todo suporte necessário para a decoração de sua casa com auxílio de um profissional especializado. Confira na listagem os serviços que compõe esta assistência.\nServiço disponível via 0800 – 24/7","image":null,"url":null},{"id":"2b6fe33d-a04f-4751-8520-b1a5ee7b1257","name":"Clube Elo Mania","description":"Plataforma que garante descontos a inúmeros estabelecimentos como restaurantes, cinemas, produtos, serviços, instituições de ensino, entre outros.","image":null,"url":null},{"id":"aa48fd93-a7a3-4657-b120-cffabbb2e36e","name":"Wi-Fi","description":"Com o aplicativo Elo Wi-Fi você tem acesso a redes Wi-Fi em mais de 120 países, com 60 milhões de pontos estratégicos de conexão em aeroportos, shoppings, hotéis, lojas, cafés, restaurantes e outros locais de grande circulação.\n\nSua escolha pode mudar e seu benefício também!\nCaso entenda que esse não é o benefício ideal para você no momento, você pode alterá-lo por outro, a qualquer tempo, mesmo que já o tenha experimentado.","image":null,"url":null},{"id":"468af87f-38c9-4c62-bd26-869b3693045b","name":"Residencial Básico","description":"Tenha a sua disposição a Assistência Residencial para atender situações emergenciais da sua casa. Confira na listagem os serviços que compõe esta assistência.\nServiço disponível via 0800 – 24/7","image":null,"url":null}]
"650921";16;16;"CREDIT";"9e08c61c-9f4e-468e-81c8-a087f7dd2bc1";"Empresarial Grafite";"";"";"";"";null;104;"Caixa Economica Federal";"BRL";true;"^650921$";true;false;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"1","name":"POS","code":1},{"id":"5","name":"Contactless","code":5},{"id":"4","name":"E-commerce","code":4}];[{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0}];"40c81aea-0c1f-4f93-aa53-8c3c15b07120";"INTERNACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[{"id":"0a74a20b-8c83-4d45-8a8c-18681d96c0cb","name":"Portal Elo Negócios","description":null,"image":null,"url":null},{"id":"31b4d481-4e23-4f59-9381-61360c9edec8","name":"Assistência Empresarial","description":"Com a Assistência Empresarial Elo sua empresa conta com serviço de chaveiro, eletricista e encanador 24 horas, além de vidraceiro. São profissionais ao dispor do seu negócio nos momentos em que ele mais precisa.","image":null,"url":null},{"id":"f685c734-20ee-408a-a78a-24226266e04c","name":"Sala VIP Congonhas","description":null,"image":null,"url":null},{"id":"1a202546-f0bf-4dfe-b214-8e67f52a30b1","name":"Seguro Viagem DMHO - 40 mil","description":"Ao comprar a passagem aérea, marítima ou terrestre com os cartões Elo, o cliente pode emitir o bilhete de seguro para todos que tiverem a passagem adquirida com o cartão Elo e garantir coberturas que deixarão a viagem mais tranquila.\nCobertura nacional + DMHO USD 40 mil.","image":null,"url":null}]
"650040";16;16;"DEBIT";"83a46376-14d5-4bcd-a665-4001c4c810ef";"Basico";"";"";"";"";null;237;"Banco Bradesco SA";"BRL";true;"^650040$";false;false;true;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"1","name":"POS","code":1},{"id":"5","name":"Contactless","code":5}];[{"id":"0","name":"Débito","code":0},{"id":"0","name":"Débito","code":0},{"id":"0","name":"Pagamento de Carnê e Fatura","code":0},{"id":"0","name":"Pagamento de Carnê e Fatura","code":0}];"40c81aea-0c1f-4f93-aa53-8c3c15b07120";"INTERNACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"650042";16;16;"DEBIT";"83a46376-14d5-4bcd-a665-4001c4c810ef";"Basico";"";"";"";"";null;237;"Banco Bradesco SA";"BRL";true;"^650042$";false;false;true;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"1","name":"POS","code":1},{"id":"5","name":"Contactless","code":5}];[{"id":"0","name":"Pagamento de Carnê e Fatura","code":0},{"id":"0","name":"Débito","code":0},{"id":"0","name":"Pagamento de Carnê e Fatura","code":0},{"id":"0","name":"Débito","code":0}];"40c81aea-0c1f-4f93-aa53-8c3c15b07120";"INTERNACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"650922";16;16;"CREDIT";"df73c92b-a58e-4384-b086-a665ede85314";"Corporativo";"";"";"";"";null;1;"Banco do Brasil SA";"BRL";true;"^650922$";true;true;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"4","name":"E-commerce","code":4},{"id":"3","name":"Mobile","code":3},{"id":"2","name":"TEF","code":2},{"id":"1","name":"POS","code":1},{"id":"5","name":"Contactless","code":5}];[{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0},{"id":"0","name":"Crediário Crédito","code":0}];"40c81aea-0c1f-4f93-aa53-8c3c15b07120";"INTERNACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"650410";16;16;"PREPAID";"ebd0e72a-97e4-4683-84a0-8cbb1dbc2cc6";"Uso Geral";"";"";"";"";null;979;"Celer Processamento Comercio e Servico LTDA";"BRL";true;"^650410$";false;false;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"2","name":"TEF","code":2},{"id":"1","name":"POS","code":1},{"id":"3","name":"Mobile","code":3},{"id":"4","name":"E-commerce","code":4}];[{"id":"0","name":"Crédito","code":0}];"40c81aea-0c1f-4f93-aa53-8c3c15b07120";"INTERNACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"650412";16;16;"PREPAID";"da1b96e5-1644-4d3a-abc1-87e076071011";"Conta de Pagamento PJ";"";"";"";"";null;952;"GETNET ADQUIRENCIA E SERVICOS PARA MEIOS DE PAGAMENTO SA";"BRL";true;"^650412$";true;false;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"3","name":"Mobile","code":3},{"id":"1","name":"POS","code":1},{"id":"2","name":"TEF","code":2},{"id":"5","name":"Contactless","code":5},{"id":"4","name":"E-commerce","code":4}];[{"id":"0","name":"Crédito","code":0}];"40c81aea-0c1f-4f93-aa53-8c3c15b07120";"INTERNACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"650414";16;16;"PREPAID";"da1b96e5-1644-4d3a-abc1-87e076071011";"Conta de Pagamento PJ";"";"";"";"";null;362;"Cielo SA";"BRA";true;"^650414$";true;false;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"4","name":"E-commerce","code":4},{"id":"5","name":"Contactless","code":5},{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"1","name":"POS","code":1}];[{"id":"0","name":"Crédito","code":0}];"40c81aea-0c1f-4f93-aa53-8c3c15b07120";"INTERNACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"650423";16;16;"PREPAID";"ebd0e72a-97e4-4683-84a0-8cbb1dbc2cc6";"Uso Geral";"";"";"";"";null;939;"Banco Digio Driver";"BRA";true;"^650423$";false;true;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"1","name":"POS","code":1},{"id":"4","name":"E-commerce","code":4},{"id":"2","name":"TEF","code":2},{"id":"5","name":"Contactless","code":5},{"id":"3","name":"Mobile","code":3}];[{"id":"0","name":"Crédito","code":0}];"40c81aea-0c1f-4f93-aa53-8c3c15b07120";"INTERNACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"650425";16;16;"PREPAID";"ebd0e72a-97e4-4683-84a0-8cbb1dbc2cc6";"Uso Geral";"";"";"";"";null;919;"Carson Holdings SA";"BRA";true;"^650425$";false;false;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"2","name":"TEF","code":2}];[{"id":"0","name":"Débito","code":0}];"40c81aea-0c1f-4f93-aa53-8c3c15b07120";"INTERNACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"506739";16;16;"CREDIT";"2c211858-caae-45ee-aa0c-6ddd4590c543";"Grafite";"";"";"";"";null;237;"Banco Bradesco SA";"BRL";false;"^506739$";false;true;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"1","name":"POS","code":1},{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"4","name":"E-commerce","code":4},{"id":"5","name":"Contactless","code":5}];[{"id":"0","name":"Crediário Crédito","code":0},{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0},{"id":"0","name":"Crediário Crédito","code":0},{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0}];"bcff4a03-ec4c-4ceb-8e3b-29a62ab3479a";"NACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"506774";16;16;"CREDIT";"95a8246e-7ac8-48e1-b817-a91e3e6f9499";"ELO Mais";"";"";"";"";null;237;"Banco Bradesco SA";"BRL";false;"^506774$";false;true;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"1","name":"POS","code":1},{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"4","name":"E-commerce","code":4},{"id":"5","name":"Contactless","code":5}];[{"id":"0","name":"Crediário Crédito","code":0},{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0},{"id":"0","name":"Crediário Crédito","code":0},{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0}];"bcff4a03-ec4c-4ceb-8e3b-29a62ab3479a";"NACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"509007";16;16;"CREDIT";"83a46376-14d5-4bcd-a665-4001c4c810ef";"Basico";"";"";"";"";null;237;"Banco Bradesco SA";"BRL";false;"^509007$";false;true;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"1","name":"POS","code":1},{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"4","name":"E-commerce","code":4},{"id":"5","name":"Contactless","code":5}];[{"id":"0","name":"Crediário Crédito","code":0},{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0},{"id":"0","name":"Crediário Crédito","code":0},{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0}];"bcff4a03-ec4c-4ceb-8e3b-29a62ab3479a";"NACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"509020";16;16;"CREDIT";"a0da8cba-1749-4314-ac1b-c97e0d3f5382";"Empresarial";"";"";"";"";null;237;"Banco Bradesco SA";"BRA";false;"^509020$";true;true;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"5","name":"Contactless","code":5},{"id":"3","name":"Mobile","code":3},{"id":"4","name":"E-commerce","code":4},{"id":"1","name":"POS","code":1},{"id":"2","name":"TEF","code":2}];[{"id":"0","name":"Crediário Crédito","code":0},{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0}];"bcff4a03-ec4c-4ceb-8e3b-29a62ab3479a";"NACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"509024";16;16;"CREDIT";"83a46376-14d5-4bcd-a665-4001c4c810ef";"Basico";"";"";"";"";null;974;"ASAAS Gestao Financeira SA";"BRA";false;"^509024$";false;true;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"5","name":"Contactless","code":5},{"id":"4","name":"E-commerce","code":4},{"id":"3","name":"Mobile","code":3},{"id":"1","name":"POS","code":1},{"id":"2","name":"TEF","code":2}];[{"id":"0","name":"Parcelado Loja","code":0},{"id":"0","name":"Crédito","code":0}];"bcff4a03-ec4c-4ceb-8e3b-29a62ab3479a";"NACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"509025";16;16;"CREDIT";"83a46376-14d5-4bcd-a665-4001c4c810ef";"Basico";"";"";"";"";null;975;"BTR Administradora de Cartao de Credito refeicoes e Convenios Ltda";"BRA";false;"^509025$";false;true;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"4","name":"E-commerce","code":4},{"id":"3","name":"Mobile","code":3},{"id":"1","name":"POS","code":1},{"id":"2","name":"TEF","code":2},{"id":"5","name":"Contactless","code":5}];[{"id":"0","name":"Crediário Crédito","code":0},{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0}];"bcff4a03-ec4c-4ceb-8e3b-29a62ab3479a";"NACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"509026";16;16;"CREDIT";"83a46376-14d5-4bcd-a665-4001c4c810ef";"Basico";"";"";"";"";null;976;"SEAC - Sergipe Administradora de Servicos e Cartoes SA";"BRA";false;"^509026$";false;true;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"4","name":"E-commerce","code":4},{"id":"3","name":"Mobile","code":3},{"id":"2","name":"TEF","code":2},{"id":"1","name":"POS","code":1},{"id":"5","name":"Contactless","code":5}];[{"id":"0","name":"Crediário Crédito","code":0},{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0}];"bcff4a03-ec4c-4ceb-8e3b-29a62ab3479a";"NACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"655005";16;16;"CREDIT";"2c211858-caae-45ee-aa0c-6ddd4590c543";"Grafite";"";"";"";"";null;963;"Becker Financeira SA";"BRL";true;"^655005$";false;false;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"4","name":"E-commerce","code":4},{"id":"5","name":"Contactless","code":5},{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"1","name":"POS","code":1}];[{"id":"0","name":"Crediário Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0},{"id":"0","name":"Crédito","code":0}];"40c81aea-0c1f-4f93-aa53-8c3c15b07120";"INTERNACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[{"id":"aa48fd93-a7a3-4657-b120-cffabbb2e36e","name":"Wi-Fi","description":"Com o aplicativo Elo Wi-Fi você tem acesso a redes Wi-Fi em mais de 120 países, com 60 milhões de pontos estratégicos de conexão em aeroportos, shoppings, hotéis, lojas, cafés, restaurantes e outros locais de grande circulação.\n\nSua escolha pode mudar e seu benefício também!\nCaso entenda que esse não é o benefício ideal para você no momento, você pode alterá-lo por outro, a qualquer tempo, mesmo que já o tenha experimentado.","image":null,"url":null},{"id":"468af87f-38c9-4c62-bd26-869b3693045b","name":"Residencial Básico","description":"Tenha a sua disposição a Assistência Residencial para atender situações emergenciais da sua casa. Confira na listagem os serviços que compõe esta assistência.\nServiço disponível via 0800 – 24/7","image":null,"url":null},{"id":"1a202546-f0bf-4dfe-b214-8e67f52a30b1","name":"Seguro Viagem DMHO - 40 mil","description":"Ao comprar a passagem aérea, marítima ou terrestre com os cartões Elo, o cliente pode emitir o bilhete de seguro para todos que tiverem a passagem adquirida com o cartão Elo e garantir coberturas que deixarão a viagem mais tranquila.","image":null,"url":null}]
"506720";16;16;"MULTIPLE";"83a46376-14d5-4bcd-a665-4001c4c810ef";"Basico";"";"";"";"";null;237;"Banco Bradesco SA";"BRL";false;"^506720$";false;true;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"1","name":"POS","code":1},{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"4","name":"E-commerce","code":4},{"id":"5","name":"Contactless","code":5}];[{"id":"0","name":"Parcelado Loja","code":0},{"id":"0","name":"Crediário Crédito","code":0},{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Débito","code":0},{"id":"0","name":"Parcelado Loja","code":0},{"id":"0","name":"Crediário Crédito","code":0},{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Débito","code":0},{"id":"0","name":"Pagamento de Carnê e Fatura","code":0},{"id":"0","name":"Pagamento de Carnê e Fatura","code":0}];"bcff4a03-ec4c-4ceb-8e3b-29a62ab3479a";"NACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"506721";16;16;"MULTIPLE";"83a46376-14d5-4bcd-a665-4001c4c810ef";"Basico";"";"";"";"";null;1;"Banco do Brasil SA";"BRL";false;"^506721$";false;false;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"1","name":"POS","code":1},{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"4","name":"E-commerce","code":4},{"id":"5","name":"Contactless","code":5}];[{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0},{"id":"0","name":"Pagamento de Carnê e Fatura","code":0},{"id":"0","name":"Débito","code":0},{"id":"0","name":"Crediário Débito","code":0},{"id":"0","name":"Crediário Crédito","code":0}];"bcff4a03-ec4c-4ceb-8e3b-29a62ab3479a";"NACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"509005";16;16;"CREDIT";"83a46376-14d5-4bcd-a665-4001c4c810ef";"Basico";"";"";"";"";null;951;"Voxcred Administradora de Cartoes Servicos e Processamento SA";"BRA";false;"^509005$";false;false;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"5","name":"Contactless","code":5},{"id":"1","name":"POS","code":1},{"id":"4","name":"E-commerce","code":4}];[{"id":"0","name":"Parcelado Loja","code":0},{"id":"0","name":"Crédito","code":0}];"bcff4a03-ec4c-4ceb-8e3b-29a62ab3479a";"NACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"650515";16;16;"PREPAID";"ebd0e72a-97e4-4683-84a0-8cbb1dbc2cc6";"Uso Geral";"";"";"";"";null;237;"Banco Bradesco SA";"BRL";true;"^650515$";false;false;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"1","name":"POS","code":1},{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"4","name":"E-commerce","code":4},{"id":"5","name":"Contactless","code":5}];[{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Crédito","code":0}];"40c81aea-0c1f-4f93-aa53-8c3c15b07120";"INTERNACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"650522";16;16;"CREDIT";"95a8246e-7ac8-48e1-b817-a91e3e6f9499";"ELO Mais";"";"";"";"";null;63;"Banco Bradescard";"BRL";true;"^650522$";false;false;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"1","name":"POS","code":1},{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"4","name":"E-commerce","code":4},{"id":"5","name":"Contactless","code":5}];[{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0},{"id":"0","name":"Crediário Crédito","code":0}];"40c81aea-0c1f-4f93-aa53-8c3c15b07120";"INTERNACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[{"id":"f84f8abb-fa61-474d-ac08-cbd7c61dfdfb","name":"Check-Up Lar","description":"A Assistência Check-Up Lar, garante a mão de obra de profissional especializado para realizar pequenos reparos, revisões ou instalações, mesmo que não ocorra um problema emergencial ou evento previsto. Confira na listagem os serviços que compõe a assistência.\nServiço disponível via 0800 – 24/7\n\nO cliente ELO poderá solicitar até 3 (três) serviços durante a vigência. O período de vigência corresponde ao ano civil.","image":null,"url":null},{"id":"aa48fd93-a7a3-4657-b120-cffabbb2e36e","name":"Wi-Fi","description":"Com o aplicativo Elo Wi-Fi o cliente Elo tem acesso a milhares de pontos de Wi-Fi no Brasil e no mundo, em pontos estratégicos de conexão como: aeroportos, shoppings, hotéis, lojas, cafés, restaurantes e outros locais de grande circulação.","image":null,"url":null},{"id":"3eb38fca-b42b-48ca-9412-3c5ff57b0861","name":"Pet Conveniência","description":"A Assistência Pet Conveniência é feita para cuidar do seu melhor amigo e companheiro. Além dos serviços veterinários com ampla rede de atendimento para Cães e Gatos, seja para um procedimento de emergência ou decorrente de doença, cliente da assistência Pet Conveniência também contam com alguns serviços prestados à domicílio. Confira na listagem os serviços que compõe a assistência.\nO cliente ELO poderá solicitar até 4 (quatro) serviços durante a vigência. O período de vigência corresponde ao ano civil.","image":null,"url":null}]
"650516";16;16;"CREDIT";"95a8246e-7ac8-48e1-b817-a91e3e6f9499";"ELO Mais";"";"";"";"";null;985;"Pernambucanas Financiadora SA Cred Fin e Investimento";"BRL";true;"^650516$";false;false;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"1","name":"POS","code":1},{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"4","name":"E-commerce","code":4},{"id":"5","name":"Contactless","code":5}];[{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0}];"40c81aea-0c1f-4f93-aa53-8c3c15b07120";"INTERNACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[{"id":"aa48fd93-a7a3-4657-b120-cffabbb2e36e","name":"Wi-Fi","description":"Com o aplicativo Elo Wi-Fi você tem acesso a redes Wi-Fi em mais de 120 países, com 60 milhões de pontos estratégicos de conexão em aeroportos, shoppings, hotéis, lojas, cafés, restaurantes e outros locais de grande circulação.\n\nSua escolha pode mudar e seu benefício também!\nCaso entenda que esse não é o benefício ideal para você no momento, você pode alterá-lo por outro, a qualquer tempo, mesmo que já o tenha experimentado.","image":null,"url":null}]
"651662";16;16;"CREDIT";"bff6fb97-c9b6-4536-86c4-827ba0c36a1d";"Nanquim";"";"";"";"";null;963;"Becker Financeira SA";"BRL";true;"^651662$";false;false;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"1","name":"POS","code":1},{"id":"4","name":"E-commerce","code":4},{"id":"5","name":"Contactless","code":5},{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3}];[{"id":"0","name":"Crediário Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0},{"id":"0","name":"Crédito","code":0}];"40c81aea-0c1f-4f93-aa53-8c3c15b07120";"INTERNACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[{"id":"c71fec87-db8c-4687-bb3c-950f90fbd3b4","name":"Sala VIP Voucher","description":null,"image":null,"url":null},{"id":"b0b2a22d-7d97-4565-99a9-22d1c5b91a0c","name":"Seguro Proteção de Compras","description":"O Seguro Proteção de Compra  protege o cliente dos cartões de crédito contra roubo, furto qualificado ou danos decorrentes de acidente, reembolsando o valor do bem adquirido ou o encaminhando para o conserto.","image":null,"url":null},{"id":"3a229a64-00ff-47e4-a2a3-7bc0537d25eb","name":"Seguro Garantia Estendida","description":"O Seguro Garantia Estendida protege o cliente dos cartões de crédito Elo Grafite e Elo Nanquim estendendo em até 12 meses a garantia original  de fábrica dos eletrônicos e eletrodomésticos.","image":null,"url":null},{"id":"cd7d3c60-bceb-4094-92ac-06ff3ebd8f86","name":"Chip Viagem","description":"Ao comprar passagens aéreas internacionais o cliente Elo Nanquim pode solicitar gratuitamente até dois chips por ano civil, contendo 2GB de internet e 100 minutos em ligações para usar em suas viagens no exterior.","image":null,"url":null},{"id":"f7fe8d3f-c141-4c97-b25c-55846f32d9ce","name":"Seguro Viagem - US$60K","description":"Ao comprar a passagem aérea, marítima ou terrestre com os cartões Elo, o cliente pode emitir o bilhete de seguro para todos que tiverem a passagem adquirida com o cartão Elo e garantir coberturas que deixarão a viagem mais tranquila.\nCobertura nacional + DMHO USD 60 mil.","image":null,"url":null},{"id":"aa48fd93-a7a3-4657-b120-cffabbb2e36e","name":"Wi-Fi","description":"Com o aplicativo Elo Wi-Fi o cliente Elo tem acesso a redes Wi-Fi em mais de 120 países, com 60 milhões de pontos estratégicos de conexão em aeroportos, shoppings, hotéis, lojas, cafés, restaurantes e outros locais de grande circulação.","image":null,"url":null}]
"506733";16;16;"CREDIT";"83a46376-14d5-4bcd-a665-4001c4c810ef";"Basico";"";"";"";"";null;1;"Banco do Brasil SA";"BRL";false;"^506733$";true;false;false;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"1","name":"POS","code":1},{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"4","name":"E-commerce","code":4},{"id":"5","name":"Contactless","code":5}];[{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0},{"id":"0","name":"Crediário Crédito","code":0}];"bcff4a03-ec4c-4ceb-8e3b-29a62ab3479a";"NACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
"509108";16;16;"CREDIT";"5bd84162-b116-41c8-ae69-0699e5dbfcb3";"Compras";"";"";"";"";null;237;"Banco Bradesco SA";"BRL";false;"^509108$";true;false;true;"c73cbc00-c00f-4aed-9967-9f566d8ab459";"ELO";"";"";"";"";null;[{"id":"1","name":"POS","code":1},{"id":"2","name":"TEF","code":2},{"id":"3","name":"Mobile","code":3},{"id":"4","name":"E-commerce","code":4},{"id":"5","name":"Contactless","code":5}];[{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0},{"id":"0","name":"Crediário Crédito","code":0},{"id":"0","name":"Crédito","code":0},{"id":"0","name":"Parcelado Loja","code":0},{"id":"0","name":"Crediário Crédito","code":0}];"bcff4a03-ec4c-4ceb-8e3b-29a62ab3479a";"NACIONAL";"";"";"";"";null;"";"";"";"";null;null;null;null;null;[]
